"tf","tf_group","NES","sample","status","vsmc_state","cells"
"RFX1","STA2--STA--synthetic VSMC",-0.302848888968722,"STA2","STA","synthetic VSMC",1620
"RFX1","STA3--STA--contractile VSMC",-0.407708937368671,"STA3","STA","contractile VSMC",25
"RFX2","ACom-RR--Ruptured--contractile VSMC",-0.651215937078994,"ACom_RR","Ruptured","contractile VSMC",32
"RFX2","ACom-RR--Ruptured--inflammatory VSMC",-1.47389270585264,"ACom_RR","Ruptured","inflammatory VSMC",945
"RFX2","ACom-RR--Ruptured--metabolic-stress VSMC",-1.05662769138329,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"RFX2","MCA-R1--Ruptured--inflammatory VSMC",-1.08790541965524,"MCA_R1","Ruptured","inflammatory VSMC",534
"RFX2","MCA-R2--Ruptured--contractile VSMC",-0.951940031665106,"MCA_R2","Ruptured","contractile VSMC",182
"RFX2","MCA-R2--Ruptured--inflammatory VSMC",-1.52112209129102,"MCA_R2","Ruptured","inflammatory VSMC",1078
"RFX2","MCA-R2--Ruptured--metabolic-stress VSMC",-1.53842205250103,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"RFX2","MCA-R2--Ruptured--synthetic VSMC",-0.664500023084223,"MCA_R2","Ruptured","synthetic VSMC",29
"RFX2","STA1--STA--ECM-remodeling VSMC",-1.42107913171175,"STA1","STA","ECM-remodeling VSMC",637
"RFX2","STA1--STA--contractile VSMC",-1.26739281320767,"STA1","STA","contractile VSMC",1019
"RFX2","STA1--STA--inflammatory VSMC",-1.21056136038793,"STA1","STA","inflammatory VSMC",148
"RFX2","STA1--STA--metabolic-stress VSMC",-1.29982790596846,"STA1","STA","metabolic-stress VSMC",1432
"RFX2","STA1--STA--synthetic VSMC",-1.32160050730299,"STA1","STA","synthetic VSMC",1049
"RFX2","STA2--STA--ECM-remodeling VSMC",-1.12878398989292,"STA2","STA","ECM-remodeling VSMC",459
"RFX2","STA2--STA--contractile VSMC",-1.24118813482048,"STA2","STA","contractile VSMC",989
"RFX2","STA2--STA--inflammatory VSMC",-1.59705993935709,"STA2","STA","inflammatory VSMC",378
"RFX2","STA2--STA--metabolic-stress VSMC",-1.5193820842565,"STA2","STA","metabolic-stress VSMC",943
"RFX2","STA2--STA--synthetic VSMC",-1.33997647203625,"STA2","STA","synthetic VSMC",1620
"RFX2","STA3--STA--contractile VSMC",-1.17649212278712,"STA3","STA","contractile VSMC",25
"RFX5","ACom-RR--Ruptured--contractile VSMC",-1.06917281460338,"ACom_RR","Ruptured","contractile VSMC",32
"RFX5","ACom-RR--Ruptured--inflammatory VSMC",-0.25193023064196,"ACom_RR","Ruptured","inflammatory VSMC",945
"RFX5","ACom-RR--Ruptured--metabolic-stress VSMC",-1.32822097558818,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"RFX5","MCA-R1--Ruptured--inflammatory VSMC",0.567040868686475,"MCA_R1","Ruptured","inflammatory VSMC",534
"RFX5","MCA-R2--Ruptured--contractile VSMC",-1.50091134930238,"MCA_R2","Ruptured","contractile VSMC",182
"RFX5","MCA-R2--Ruptured--inflammatory VSMC",1.04081395818645,"MCA_R2","Ruptured","inflammatory VSMC",1078
"RFX5","MCA-R2--Ruptured--metabolic-stress VSMC",-1.1782523855223,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"RFX5","MCA-R2--Ruptured--synthetic VSMC",-1.82763679234142,"MCA_R2","Ruptured","synthetic VSMC",29
"RFX5","STA1--STA--ECM-remodeling VSMC",-1.99889126905054,"STA1","STA","ECM-remodeling VSMC",637
"RFX5","STA1--STA--contractile VSMC",-1.48898439124132,"STA1","STA","contractile VSMC",1019
"RFX5","STA1--STA--inflammatory VSMC",1.19011449006027,"STA1","STA","inflammatory VSMC",148
"RFX5","STA1--STA--metabolic-stress VSMC",-2.2398634720011,"STA1","STA","metabolic-stress VSMC",1432
"RFX5","STA1--STA--synthetic VSMC",-2.59024115764889,"STA1","STA","synthetic VSMC",1049
"RFX5","STA2--STA--ECM-remodeling VSMC",-2.04287185396346,"STA2","STA","ECM-remodeling VSMC",459
"RFX5","STA2--STA--contractile VSMC",-1.59965350308934,"STA2","STA","contractile VSMC",989
"RFX5","STA2--STA--inflammatory VSMC",0.878010020735096,"STA2","STA","inflammatory VSMC",378
"RFX5","STA2--STA--metabolic-stress VSMC",-1.52833057628164,"STA2","STA","metabolic-stress VSMC",943
"RFX5","STA2--STA--synthetic VSMC",-2.25916278469135,"STA2","STA","synthetic VSMC",1620
"RFX5","STA3--STA--contractile VSMC",2.59980343316799,"STA3","STA","contractile VSMC",25
"RUNX1","ACom-RR--Ruptured--contractile VSMC",0.586239302996589,"ACom_RR","Ruptured","contractile VSMC",32
"RUNX1","ACom-RR--Ruptured--inflammatory VSMC",2.44056089931925,"ACom_RR","Ruptured","inflammatory VSMC",945
"RUNX1","ACom-RR--Ruptured--metabolic-stress VSMC",0.165609288059591,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"RUNX1","MCA-R1--Ruptured--inflammatory VSMC",2.32623315399488,"MCA_R1","Ruptured","inflammatory VSMC",534
"RUNX1","MCA-R2--Ruptured--contractile VSMC",-0.130821920725087,"MCA_R2","Ruptured","contractile VSMC",182
"RUNX1","MCA-R2--Ruptured--inflammatory VSMC",2.42475608244056,"MCA_R2","Ruptured","inflammatory VSMC",1078
"RUNX1","MCA-R2--Ruptured--metabolic-stress VSMC",-0.297121051364727,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"RUNX1","MCA-R2--Ruptured--synthetic VSMC",-0.778142312764503,"MCA_R2","Ruptured","synthetic VSMC",29
"RUNX1","STA1--STA--ECM-remodeling VSMC",-0.975525665246987,"STA1","STA","ECM-remodeling VSMC",637
"RUNX1","STA1--STA--contractile VSMC",-1.56159954830267,"STA1","STA","contractile VSMC",1019
"RUNX1","STA1--STA--inflammatory VSMC",2.65532545611046,"STA1","STA","inflammatory VSMC",148
"RUNX1","STA1--STA--metabolic-stress VSMC",-1.68566762327752,"STA1","STA","metabolic-stress VSMC",1432
"RUNX1","STA1--STA--synthetic VSMC",-1.40657145071747,"STA1","STA","synthetic VSMC",1049
"RUNX1","STA2--STA--ECM-remodeling VSMC",-0.483722275003732,"STA2","STA","ECM-remodeling VSMC",459
"RUNX1","STA2--STA--contractile VSMC",-0.632048639255779,"STA2","STA","contractile VSMC",989
"RUNX1","STA2--STA--inflammatory VSMC",2.9793517557891,"STA2","STA","inflammatory VSMC",378
"RUNX1","STA2--STA--metabolic-stress VSMC",-0.757347804255156,"STA2","STA","metabolic-stress VSMC",943
"RUNX1","STA2--STA--synthetic VSMC",-0.890026550536644,"STA2","STA","synthetic VSMC",1620
"RUNX1","STA3--STA--contractile VSMC",1.63845821401755,"STA3","STA","contractile VSMC",25
"RUNX2","ACom-RR--Ruptured--contractile VSMC",3.21835691677712,"ACom_RR","Ruptured","contractile VSMC",32
"RUNX2","ACom-RR--Ruptured--inflammatory VSMC",2.0057318181131,"ACom_RR","Ruptured","inflammatory VSMC",945
"RUNX2","ACom-RR--Ruptured--metabolic-stress VSMC",2.59191888241665,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"RUNX2","MCA-R1--Ruptured--inflammatory VSMC",2.00641754785905,"MCA_R1","Ruptured","inflammatory VSMC",534
"RUNX2","MCA-R2--Ruptured--contractile VSMC",5.33715499234534,"MCA_R2","Ruptured","contractile VSMC",182
"RUNX2","MCA-R2--Ruptured--inflammatory VSMC",3.02724615953145,"MCA_R2","Ruptured","inflammatory VSMC",1078
"RUNX2","MCA-R2--Ruptured--metabolic-stress VSMC",5.05373390816594,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"RUNX2","MCA-R2--Ruptured--synthetic VSMC",5.66140559246472,"MCA_R2","Ruptured","synthetic VSMC",29
"RUNX2","STA1--STA--ECM-remodeling VSMC",4.12632285858338,"STA1","STA","ECM-remodeling VSMC",637
"RUNX2","STA1--STA--contractile VSMC",2.51690740887297,"STA1","STA","contractile VSMC",1019
"RUNX2","STA1--STA--inflammatory VSMC",2.52975875156441,"STA1","STA","inflammatory VSMC",148
"RUNX2","STA1--STA--metabolic-stress VSMC",2.49616059826595,"STA1","STA","metabolic-stress VSMC",1432
"RUNX2","STA1--STA--synthetic VSMC",2.91759730043679,"STA1","STA","synthetic VSMC",1049
"RUNX2","STA2--STA--ECM-remodeling VSMC",4.11428019917873,"STA2","STA","ECM-remodeling VSMC",459
"RUNX2","STA2--STA--contractile VSMC",3.36037707951855,"STA2","STA","contractile VSMC",989
"RUNX2","STA2--STA--inflammatory VSMC",2.44589574054184,"STA2","STA","inflammatory VSMC",378
"RUNX2","STA2--STA--metabolic-stress VSMC",2.88634355018109,"STA2","STA","metabolic-stress VSMC",943
"RUNX2","STA2--STA--synthetic VSMC",3.04610163595728,"STA2","STA","synthetic VSMC",1620
"RUNX2","STA3--STA--contractile VSMC",4.93707453162582,"STA3","STA","contractile VSMC",25
"RUNX3","ACom-RR--Ruptured--contractile VSMC",-0.762347666357705,"ACom_RR","Ruptured","contractile VSMC",32
"RUNX3","ACom-RR--Ruptured--inflammatory VSMC",0.54529538364417,"ACom_RR","Ruptured","inflammatory VSMC",945
"RUNX3","ACom-RR--Ruptured--metabolic-stress VSMC",-0.512141285519645,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"RUNX3","MCA-R1--Ruptured--inflammatory VSMC",1.26801221121159,"MCA_R1","Ruptured","inflammatory VSMC",534
"RUNX3","MCA-R2--Ruptured--contractile VSMC",0.0607032201044981,"MCA_R2","Ruptured","contractile VSMC",182
"RUNX3","MCA-R2--Ruptured--inflammatory VSMC",1.38458314484352,"MCA_R2","Ruptured","inflammatory VSMC",1078
"RUNX3","MCA-R2--Ruptured--metabolic-stress VSMC",-0.619744417221804,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"RUNX3","MCA-R2--Ruptured--synthetic VSMC",-0.611370895549972,"MCA_R2","Ruptured","synthetic VSMC",29
"RUNX3","STA1--STA--ECM-remodeling VSMC",-0.466441441008915,"STA1","STA","ECM-remodeling VSMC",637
"RUNX3","STA1--STA--contractile VSMC",-0.649311747387689,"STA1","STA","contractile VSMC",1019
"RUNX3","STA1--STA--inflammatory VSMC",0.500590263858661,"STA1","STA","inflammatory VSMC",148
"RUNX3","STA1--STA--metabolic-stress VSMC",-0.603817210340369,"STA1","STA","metabolic-stress VSMC",1432
"RUNX3","STA1--STA--synthetic VSMC",-0.560367171033617,"STA1","STA","synthetic VSMC",1049
"RUNX3","STA2--STA--ECM-remodeling VSMC",-0.672754799973728,"STA2","STA","ECM-remodeling VSMC",459
"RUNX3","STA2--STA--contractile VSMC",-0.97265587951243,"STA2","STA","contractile VSMC",989
"RUNX3","STA2--STA--inflammatory VSMC",0.491238800319179,"STA2","STA","inflammatory VSMC",378
"RUNX3","STA2--STA--metabolic-stress VSMC",-0.649953057987746,"STA2","STA","metabolic-stress VSMC",943
"RUNX3","STA2--STA--synthetic VSMC",-0.657621717862446,"STA2","STA","synthetic VSMC",1620
"RUNX3","STA3--STA--contractile VSMC",-0.424087215668187,"STA3","STA","contractile VSMC",25
"RXRA","ACom-RR--Ruptured--contractile VSMC",-1.1341293681431,"ACom_RR","Ruptured","contractile VSMC",32
"RXRA","ACom-RR--Ruptured--inflammatory VSMC",-2.40021245216418,"ACom_RR","Ruptured","inflammatory VSMC",945
"RXRA","ACom-RR--Ruptured--metabolic-stress VSMC",-1.90013223618506,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"RXRA","MCA-R1--Ruptured--inflammatory VSMC",-1.85952651316258,"MCA_R1","Ruptured","inflammatory VSMC",534
"RXRA","MCA-R2--Ruptured--contractile VSMC",-1.51529295870627,"MCA_R2","Ruptured","contractile VSMC",182
"RXRA","MCA-R2--Ruptured--inflammatory VSMC",-1.99540773472015,"MCA_R2","Ruptured","inflammatory VSMC",1078
"RXRA","MCA-R2--Ruptured--metabolic-stress VSMC",-2.14406740294373,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"RXRA","MCA-R2--Ruptured--synthetic VSMC",-1.17484393413796,"MCA_R2","Ruptured","synthetic VSMC",29
"RXRA","STA1--STA--ECM-remodeling VSMC",-1.48945950231852,"STA1","STA","ECM-remodeling VSMC",637
"RXRA","STA1--STA--contractile VSMC",-1.97729305577795,"STA1","STA","contractile VSMC",1019
"RXRA","STA1--STA--inflammatory VSMC",-1.38691844084351,"STA1","STA","inflammatory VSMC",148
"RXRA","STA1--STA--metabolic-stress VSMC",-1.44164368790299,"STA1","STA","metabolic-stress VSMC",1432
"RXRA","STA1--STA--synthetic VSMC",-1.7103915711499,"STA1","STA","synthetic VSMC",1049
"RXRA","STA2--STA--ECM-remodeling VSMC",-1.50248552847747,"STA2","STA","ECM-remodeling VSMC",459
"RXRA","STA2--STA--contractile VSMC",-1.65229717703619,"STA2","STA","contractile VSMC",989
"RXRA","STA2--STA--inflammatory VSMC",-1.65362035888203,"STA2","STA","inflammatory VSMC",378
"RXRA","STA2--STA--metabolic-stress VSMC",-1.53430527963071,"STA2","STA","metabolic-stress VSMC",943
"RXRA","STA2--STA--synthetic VSMC",-1.70791643097594,"STA2","STA","synthetic VSMC",1620
"RXRA","STA3--STA--contractile VSMC",-0.961739688596789,"STA3","STA","contractile VSMC",25
"SIX2","ACom-RR--Ruptured--contractile VSMC",-0.000722665405389726,"ACom_RR","Ruptured","contractile VSMC",32
"SIX2","ACom-RR--Ruptured--inflammatory VSMC",-0.57498742734611,"ACom_RR","Ruptured","inflammatory VSMC",945
"SIX2","ACom-RR--Ruptured--metabolic-stress VSMC",1.15776892586439,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SIX2","MCA-R1--Ruptured--inflammatory VSMC",-0.81654726499289,"MCA_R1","Ruptured","inflammatory VSMC",534
"SIX2","MCA-R2--Ruptured--contractile VSMC",0.716171329307965,"MCA_R2","Ruptured","contractile VSMC",182
"SIX2","MCA-R2--Ruptured--inflammatory VSMC",-0.559735742120317,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SIX2","MCA-R2--Ruptured--metabolic-stress VSMC",0.684906003644977,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SIX2","MCA-R2--Ruptured--synthetic VSMC",0.599832041437317,"MCA_R2","Ruptured","synthetic VSMC",29
"SIX2","STA1--STA--ECM-remodeling VSMC",2.14695194289216,"STA1","STA","ECM-remodeling VSMC",637
"SIX2","STA1--STA--contractile VSMC",1.12439156414374,"STA1","STA","contractile VSMC",1019
"SIX2","STA1--STA--inflammatory VSMC",-0.288803652466004,"STA1","STA","inflammatory VSMC",148
"SIX2","STA1--STA--metabolic-stress VSMC",1.09876546049261,"STA1","STA","metabolic-stress VSMC",1432
"SIX2","STA1--STA--synthetic VSMC",1.53977957125695,"STA1","STA","synthetic VSMC",1049
"SIX2","STA2--STA--ECM-remodeling VSMC",1.57761442670444,"STA2","STA","ECM-remodeling VSMC",459
"SIX2","STA2--STA--contractile VSMC",1.04890405830154,"STA2","STA","contractile VSMC",989
"SIX2","STA2--STA--inflammatory VSMC",-0.421326852493052,"STA2","STA","inflammatory VSMC",378
"SIX2","STA2--STA--metabolic-stress VSMC",0.982814035577944,"STA2","STA","metabolic-stress VSMC",943
"SIX2","STA2--STA--synthetic VSMC",1.27672962178189,"STA2","STA","synthetic VSMC",1620
"SIX2","STA3--STA--contractile VSMC",1.70202342860513,"STA3","STA","contractile VSMC",25
"SIX5","ACom-RR--Ruptured--contractile VSMC",-0.946072725510921,"ACom_RR","Ruptured","contractile VSMC",32
"SIX5","ACom-RR--Ruptured--inflammatory VSMC",-0.814618377619889,"ACom_RR","Ruptured","inflammatory VSMC",945
"SIX5","ACom-RR--Ruptured--metabolic-stress VSMC",-1.68145789891131,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SIX5","MCA-R1--Ruptured--inflammatory VSMC",-1.0673508754585,"MCA_R1","Ruptured","inflammatory VSMC",534
"SIX5","MCA-R2--Ruptured--contractile VSMC",-0.508520275158806,"MCA_R2","Ruptured","contractile VSMC",182
"SIX5","MCA-R2--Ruptured--inflammatory VSMC",-0.876638955925936,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SIX5","MCA-R2--Ruptured--metabolic-stress VSMC",-1.54646396497557,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SIX5","MCA-R2--Ruptured--synthetic VSMC",-0.598816861816234,"MCA_R2","Ruptured","synthetic VSMC",29
"SIX5","STA1--STA--ECM-remodeling VSMC",-0.144474300625891,"STA1","STA","ECM-remodeling VSMC",637
"SIX5","STA1--STA--contractile VSMC",0.54265802643836,"STA1","STA","contractile VSMC",1019
"SIX5","STA1--STA--inflammatory VSMC",-0.732153447862399,"STA1","STA","inflammatory VSMC",148
"SIX5","STA1--STA--metabolic-stress VSMC",0.235708189649022,"STA1","STA","metabolic-stress VSMC",1432
"SIX5","STA1--STA--synthetic VSMC",0.461153158243416,"STA1","STA","synthetic VSMC",1049
"SIX5","STA2--STA--ECM-remodeling VSMC",0.179721063377147,"STA2","STA","ECM-remodeling VSMC",459
"SIX5","STA2--STA--contractile VSMC",0.899974614885778,"STA2","STA","contractile VSMC",989
"SIX5","STA2--STA--inflammatory VSMC",-0.406774383504526,"STA2","STA","inflammatory VSMC",378
"SIX5","STA2--STA--metabolic-stress VSMC",0.668520126796671,"STA2","STA","metabolic-stress VSMC",943
"SIX5","STA2--STA--synthetic VSMC",0.707443770933583,"STA2","STA","synthetic VSMC",1620
"SIX5","STA3--STA--contractile VSMC",-0.064880925011471,"STA3","STA","contractile VSMC",25
"SMAD1","ACom-RR--Ruptured--contractile VSMC",1.1879789520705,"ACom_RR","Ruptured","contractile VSMC",32
"SMAD1","ACom-RR--Ruptured--inflammatory VSMC",1.52571202842321,"ACom_RR","Ruptured","inflammatory VSMC",945
"SMAD1","ACom-RR--Ruptured--metabolic-stress VSMC",2.41300776915933,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SMAD1","MCA-R1--Ruptured--inflammatory VSMC",1.22811815778385,"MCA_R1","Ruptured","inflammatory VSMC",534
"SMAD1","MCA-R2--Ruptured--contractile VSMC",2.36940886933052,"MCA_R2","Ruptured","contractile VSMC",182
"SMAD1","MCA-R2--Ruptured--inflammatory VSMC",1.87899195409873,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SMAD1","MCA-R2--Ruptured--metabolic-stress VSMC",2.69957814028872,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SMAD1","MCA-R2--Ruptured--synthetic VSMC",2.28181281579051,"MCA_R2","Ruptured","synthetic VSMC",29
"SMAD1","STA1--STA--ECM-remodeling VSMC",2.26166226047806,"STA1","STA","ECM-remodeling VSMC",637
"SMAD1","STA1--STA--contractile VSMC",2.14401200620192,"STA1","STA","contractile VSMC",1019
"SMAD1","STA1--STA--inflammatory VSMC",0.647225386036807,"STA1","STA","inflammatory VSMC",148
"SMAD1","STA1--STA--metabolic-stress VSMC",2.23217545269989,"STA1","STA","metabolic-stress VSMC",1432
"SMAD1","STA1--STA--synthetic VSMC",2.16125099346878,"STA1","STA","synthetic VSMC",1049
"SMAD1","STA2--STA--ECM-remodeling VSMC",2.51176329224699,"STA2","STA","ECM-remodeling VSMC",459
"SMAD1","STA2--STA--contractile VSMC",2.28499661162648,"STA2","STA","contractile VSMC",989
"SMAD1","STA2--STA--inflammatory VSMC",1.52794034336699,"STA2","STA","inflammatory VSMC",378
"SMAD1","STA2--STA--metabolic-stress VSMC",2.4806818489942,"STA2","STA","metabolic-stress VSMC",943
"SMAD1","STA2--STA--synthetic VSMC",2.47841070764319,"STA2","STA","synthetic VSMC",1620
"SMAD1","STA3--STA--contractile VSMC",2.21115305265412,"STA3","STA","contractile VSMC",25
"SMAD3","ACom-RR--Ruptured--contractile VSMC",4.81134586192994,"ACom_RR","Ruptured","contractile VSMC",32
"SMAD3","ACom-RR--Ruptured--inflammatory VSMC",0.782930778755676,"ACom_RR","Ruptured","inflammatory VSMC",945
"SMAD3","ACom-RR--Ruptured--metabolic-stress VSMC",4.31291173837137,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SMAD3","MCA-R1--Ruptured--inflammatory VSMC",-0.892383651316467,"MCA_R1","Ruptured","inflammatory VSMC",534
"SMAD3","MCA-R2--Ruptured--contractile VSMC",4.47351392074937,"MCA_R2","Ruptured","contractile VSMC",182
"SMAD3","MCA-R2--Ruptured--inflammatory VSMC",1.90019206659458,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SMAD3","MCA-R2--Ruptured--metabolic-stress VSMC",4.88278556808833,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SMAD3","MCA-R2--Ruptured--synthetic VSMC",4.19938866863709,"MCA_R2","Ruptured","synthetic VSMC",29
"SMAD3","STA1--STA--ECM-remodeling VSMC",2.30395268933107,"STA1","STA","ECM-remodeling VSMC",637
"SMAD3","STA1--STA--contractile VSMC",2.92151391854311,"STA1","STA","contractile VSMC",1019
"SMAD3","STA1--STA--inflammatory VSMC",-0.240993051031398,"STA1","STA","inflammatory VSMC",148
"SMAD3","STA1--STA--metabolic-stress VSMC",2.64984182042773,"STA1","STA","metabolic-stress VSMC",1432
"SMAD3","STA1--STA--synthetic VSMC",2.7182861865112,"STA1","STA","synthetic VSMC",1049
"SMAD3","STA2--STA--ECM-remodeling VSMC",2.90621033210354,"STA2","STA","ECM-remodeling VSMC",459
"SMAD3","STA2--STA--contractile VSMC",3.24852222611134,"STA2","STA","contractile VSMC",989
"SMAD3","STA2--STA--inflammatory VSMC",0.0240012123072421,"STA2","STA","inflammatory VSMC",378
"SMAD3","STA2--STA--metabolic-stress VSMC",2.79865113267102,"STA2","STA","metabolic-stress VSMC",943
"SMAD3","STA2--STA--synthetic VSMC",3.08735494654754,"STA2","STA","synthetic VSMC",1620
"SMAD3","STA3--STA--contractile VSMC",3.30858670647051,"STA3","STA","contractile VSMC",25
"SMAD4","ACom-RR--Ruptured--contractile VSMC",2.98654071027877,"ACom_RR","Ruptured","contractile VSMC",32
"SMAD4","ACom-RR--Ruptured--inflammatory VSMC",0.0230030654197796,"ACom_RR","Ruptured","inflammatory VSMC",945
"SMAD4","ACom-RR--Ruptured--metabolic-stress VSMC",3.15075023599032,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SMAD4","MCA-R1--Ruptured--inflammatory VSMC",-1.03368348794437,"MCA_R1","Ruptured","inflammatory VSMC",534
"SMAD4","MCA-R2--Ruptured--contractile VSMC",2.19208186308871,"MCA_R2","Ruptured","contractile VSMC",182
"SMAD4","MCA-R2--Ruptured--inflammatory VSMC",0.750303652660673,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SMAD4","MCA-R2--Ruptured--metabolic-stress VSMC",2.94698579040363,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SMAD4","MCA-R2--Ruptured--synthetic VSMC",2.59278369728066,"MCA_R2","Ruptured","synthetic VSMC",29
"SMAD4","STA1--STA--ECM-remodeling VSMC",0.0366923172451071,"STA1","STA","ECM-remodeling VSMC",637
"SMAD4","STA1--STA--contractile VSMC",0.861130275512832,"STA1","STA","contractile VSMC",1019
"SMAD4","STA1--STA--inflammatory VSMC",-0.873488157208176,"STA1","STA","inflammatory VSMC",148
"SMAD4","STA1--STA--metabolic-stress VSMC",0.746967943982004,"STA1","STA","metabolic-stress VSMC",1432
"SMAD4","STA1--STA--synthetic VSMC",0.773149117324177,"STA1","STA","synthetic VSMC",1049
"SMAD4","STA2--STA--ECM-remodeling VSMC",1.58167868952971,"STA2","STA","ECM-remodeling VSMC",459
"SMAD4","STA2--STA--contractile VSMC",1.9477017255034,"STA2","STA","contractile VSMC",989
"SMAD4","STA2--STA--inflammatory VSMC",0.377438360661521,"STA2","STA","inflammatory VSMC",378
"SMAD4","STA2--STA--metabolic-stress VSMC",1.69470288182732,"STA2","STA","metabolic-stress VSMC",943
"SMAD4","STA2--STA--synthetic VSMC",1.79059688140158,"STA2","STA","synthetic VSMC",1620
"SMAD4","STA3--STA--contractile VSMC",2.30298531280332,"STA3","STA","contractile VSMC",25
"SMAD5","ACom-RR--Ruptured--contractile VSMC",2.67621676165368,"ACom_RR","Ruptured","contractile VSMC",32
"SMAD5","ACom-RR--Ruptured--inflammatory VSMC",3.62091024356611,"ACom_RR","Ruptured","inflammatory VSMC",945
"SMAD5","ACom-RR--Ruptured--metabolic-stress VSMC",2.9074949812764,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SMAD5","MCA-R1--Ruptured--inflammatory VSMC",3.67002815328359,"MCA_R1","Ruptured","inflammatory VSMC",534
"SMAD5","MCA-R2--Ruptured--contractile VSMC",3.85810182580353,"MCA_R2","Ruptured","contractile VSMC",182
"SMAD5","MCA-R2--Ruptured--inflammatory VSMC",3.89421742709961,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SMAD5","MCA-R2--Ruptured--metabolic-stress VSMC",3.65350888573259,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SMAD5","MCA-R2--Ruptured--synthetic VSMC",3.60511789585658,"MCA_R2","Ruptured","synthetic VSMC",29
"SMAD5","STA1--STA--ECM-remodeling VSMC",4.57972004916412,"STA1","STA","ECM-remodeling VSMC",637
"SMAD5","STA1--STA--contractile VSMC",4.20679138555047,"STA1","STA","contractile VSMC",1019
"SMAD5","STA1--STA--inflammatory VSMC",3.9690640742698,"STA1","STA","inflammatory VSMC",148
"SMAD5","STA1--STA--metabolic-stress VSMC",4.25270679798683,"STA1","STA","metabolic-stress VSMC",1432
"SMAD5","STA1--STA--synthetic VSMC",4.15098315611143,"STA1","STA","synthetic VSMC",1049
"SMAD5","STA2--STA--ECM-remodeling VSMC",3.71782576129047,"STA2","STA","ECM-remodeling VSMC",459
"SMAD5","STA2--STA--contractile VSMC",3.5848784547575,"STA2","STA","contractile VSMC",989
"SMAD5","STA2--STA--inflammatory VSMC",3.31795293935637,"STA2","STA","inflammatory VSMC",378
"SMAD5","STA2--STA--metabolic-stress VSMC",3.53577330293859,"STA2","STA","metabolic-stress VSMC",943
"SMAD5","STA2--STA--synthetic VSMC",3.45755790708246,"STA2","STA","synthetic VSMC",1620
"SMAD5","STA3--STA--contractile VSMC",3.10266295473878,"STA3","STA","contractile VSMC",25
"SNAI2","ACom-RR--Ruptured--contractile VSMC",0.438838467116424,"ACom_RR","Ruptured","contractile VSMC",32
"SNAI2","ACom-RR--Ruptured--inflammatory VSMC",-0.163434092161614,"ACom_RR","Ruptured","inflammatory VSMC",945
"SNAI2","ACom-RR--Ruptured--metabolic-stress VSMC",-1.40648547552404,"ACom_RR","Ruptured","metabolic-stress VSMC",30
"SNAI2","MCA-R1--Ruptured--inflammatory VSMC",-0.38621706345593,"MCA_R1","Ruptured","inflammatory VSMC",534
"SNAI2","MCA-R2--Ruptured--contractile VSMC",-0.651721216531759,"MCA_R2","Ruptured","contractile VSMC",182
"SNAI2","MCA-R2--Ruptured--inflammatory VSMC",-0.622574617980398,"MCA_R2","Ruptured","inflammatory VSMC",1078
"SNAI2","MCA-R2--Ruptured--metabolic-stress VSMC",-0.739011682762324,"MCA_R2","Ruptured","metabolic-stress VSMC",77
"SNAI2","MCA-R2--Ruptured--synthetic VSMC",-0.464487711910846,"MCA_R2","Ruptured","synthetic VSMC",29
"SNAI2","STA1--STA--ECM-remodeling VSMC",0.530026986871999,"STA1","STA","ECM-remodeling VSMC",637
"SNAI2","STA1--STA--contractile VSMC",0.156341708496208,"STA1","STA","contractile VSMC",1019
"SNAI2","STA1--STA--inflammatory VSMC",-0.613045460147753,"STA1","STA","inflammatory VSMC",148
"SNAI2","STA1--STA--metabolic-stress VSMC",0.31970022420736,"STA1","STA","metabolic-stress VSMC",1432
