"","ACom_RR","MCA_R1","MCA_R2","STA1","STA2","STA3"
"IL20RB-AS1",19,24,7,17,2,0
"LINC01210",0,0,0,3,0,0
"CLDN18",0,0,0,19,0,0
"AC016252.1",0,0,0,6,0,0
"DZIP1L",4,1,20,361,224,1
"DBR1",66,28,30,360,194,0
"ARMC8",300,189,118,1334,561,4
"NME9",36,26,15,80,16,0
"MRAS",38,4,76,866,336,7
"ESYT3",1,0,0,19,6,0
"CEP70",114,91,82,597,345,3
"FAIM",30,27,22,1074,826,8
"PIK3CB",487,329,213,560,367,6
"FOXL2",0,0,0,1,0,0
"FOXL2NB",0,0,0,0,0,0
"MRPS22",159,92,80,1625,943,3
"AC024933.2",1,0,0,2,0,0
"AC024933.1",1,0,0,8,0,0
"COPB2",263,174,231,4597,2314,10
"AC046134.2",29,25,12,266,106,1
"RBP2",1,3,1,1,0,0
"RBP1",338,8,162,132,241,1
"NMNAT3",33,13,7,513,357,0
"AC016933.1",0,0,0,2,0,0
"CLSTN2",26,1,41,1282,552,4
"SLC25A36",300,217,246,2752,1609,13
"SPSB4",0,0,0,66,124,0
"AC108727.2",0,0,0,1,0,0
"PXYLP1",38,22,31,345,184,1
"AC022215.2",2,2,3,3,0,0
"AC117383.1",4,4,3,7,32,2
"ZBTB38",254,230,286,3210,2277,18
"RASA2",1037,791,480,1862,1252,13
"RNF7",472,293,533,5375,3639,15
"GRK7",54,10,6,31,14,0
"AC112504.3",0,0,1,0,0,0
"ATP1B3",2077,1168,608,4365,2486,43
"ATP1B3-AS1",7,20,4,3,3,0
"TFDP2",455,343,160,2125,1619,32
"GK5",75,57,58,563,333,1
"XRN1",783,832,589,2868,1686,15
"ATR",314,265,178,1301,581,3
"PLS1",29,9,5,13,12,0
"AC072028.1",7,3,3,9,7,2
"TRPC1",108,44,59,1756,807,8
"PCOLCE2",31,1,31,9919,5810,12
"AC021074.3",0,0,0,0,0,2
"PAQR9-AS1",0,0,0,1,0,0
"U2SURP",579,513,308,4127,2632,23
"AC026304.1",7,3,4,35,126,0
"CHST2",17,13,16,33,12,0
"AC018450.1",1,0,0,4,0,1
"SLC9A9",237,107,127,4862,7177,33
"SLC9A9-AS1",2,1,1,5,6,0
"DIPK2A",359,99,128,914,716,21
"AC055758.2",1,0,1,0,0,0
"AC107021.2",4,0,11,13,8,2
"AC107021.1",14,2,100,113,34,4
"LNCSRLR",12,0,25,35,26,0
"PLOD2",754,9,1206,1410,1382,14
"PLSCR4",12,2,107,5607,3159,25
"PLSCR2",19,11,1,155,32,9
"PLSCR1",243,237,243,3922,3717,21
"PLSCR5",0,0,0,0,0,0
"AC092957.1",9,1,66,18,6,0
"ZIC4",5,0,38,237,110,0
"ZIC1",30,0,214,2006,755,1
"AC092958.1",0,0,29,1,9,0
"AC092958.4",0,0,1,9,0,0
"AC092958.2",1,0,0,3,0,0
"AC025566.1",0,0,0,4,0,0
"LINC02045",0,0,0,2,0,0
"LINC02046",0,0,1,3,0,1
"AC069410.1",1,0,0,2,2,0
"AGTR1",10,0,7,2214,3225,5
"CPB1",1,0,0,291,4033,0
"AC092979.1",0,0,0,5,7,0
"CPA3",5,0,4,0,51,2
"AC092979.2",0,0,0,2,1,0
"GYG1",105,87,78,1086,836,6
"HLTF",76,58,94,1372,956,5
"HLTF-AS1",0,2,0,1,1,0
"HPS3",49,59,47,505,397,1
"CP",48,8,282,2121,1240,8
"AC093001.2",0,0,1,2,6,0
"AC093001.1",0,0,0,1,0,0
"TM4SF18",1,1,1,19,8,0
"TM4SF1",1099,13,763,511,777,32
"TM4SF1-AS1",1,0,0,2,3,0
"TM4SF4",1,0,2,6,3,0
"WWTR1",168,18,534,3058,1610,32
"WWTR1-AS1",3,0,1,12,18,0
"COMMD2",102,133,151,2180,1119,4
"ANKUB1",201,184,68,730,143,8
"RNF13",402,191,185,4791,3029,10
"PFN2",49,14,78,875,538,4
"AC117386.2",3,0,1,29,18,1
"AC117386.1",0,0,0,1,0,0
"LINC01214",0,0,0,1,0,0
"AC018545.1",0,0,0,1,0,0
"TSC22D2",1529,993,456,1909,2000,59
"SERP1",2176,695,964,8555,5380,28
"EIF2A",441,263,244,2755,1850,11
"SELENOT",638,335,312,3060,1637,16
"ERICH6",2,1,1,17,8,0
"ERICH6-AS1",39,28,13,116,64,1
"AC011317.1",2,2,0,4,8,0
"SIAH2",252,257,121,723,400,4
"SIAH2-AS1",45,51,11,242,162,12
"CLRN1-AS1",0,0,1,0,1,0
"MINDY4B",1,0,0,4,0,0
"CLRN1",1,0,0,0,0,0
"MED12L",92,43,20,83,55,2
"GPR171",354,161,91,37,48,0
"P2RY14",47,15,15,127,102,6
"GPR87",3,0,0,1,0,0
"P2RY13",10,0,2,4,19,1
"P2RY12",1,3,0,46,43,0
"IGSF10",6,0,3,180,240,0
"LINC02066",0,0,0,5,3,0
"AADACL2",0,0,0,3,4,0
"AADACL2-AS1",2,0,1,85,105,0
"AADAC",4,0,0,43,0,0
"SUCNR1",1,0,0,74,18,0
"AC108718.1",4,1,1,3,2,0
"MBNL1",6973,5571,3329,13395,8441,158
"MBNL1-AS1",51,111,38,142,221,2
"AC026347.1",175,124,64,179,47,4
"AC092924.2",1,0,0,1,1,0
"P2RY1",6,0,2,102,73,2
"AC117394.2",3,2,4,9,4,0
"RAP2B",330,140,76,985,398,17
"AC078788.1",0,1,1,1,0,1
"LINC02006",8,5,2,35,9,1
"C3orf79",1,0,2,8,2,0
"AC068985.1",0,0,0,2,0,0
"ARHGEF26-AS1",0,0,0,56,41,1
"ARHGEF26",28,7,22,927,664,5
"DHX36",828,744,374,3183,1843,10
"GPR149",0,0,1,2,0,0
"AC092994.1",0,0,0,1,0,0
"AC073359.2",0,0,0,1,0,0
"MME",4,6,19,420,784,3
"MME-AS1",0,0,0,5,0,0
"LINC01487",0,0,0,0,0,0
"STRIT1",0,0,0,7,13,0
"PLCH1",8,1,4,13,4,0
"C3orf33",26,17,29,416,221,3
"SLC33A1",109,40,61,1376,633,7
"AC104472.4",2,3,5,21,12,1
"GMPS",226,163,144,1684,706,7
"AC104472.5",1,0,0,1,0,0
"KCNAB1",4,4,4,148,58,3
"AC091607.2",38,12,22,73,7,1
"KCNAB1-AS2",0,0,0,0,0,0
"AC084036.1",7,4,5,65,16,1
"SSR3",622,212,563,7480,6171,20
"TIPARP-AS1",19,7,5,36,93,0
"TIPARP",504,515,333,1215,2593,20
"LINC00886",36,12,10,105,68,5
"LEKR1",20,16,17,76,56,1
"LINC00880",23,7,6,29,55,2
"LINC02029",12,3,5,4,30,0
"LINC00881",17,13,6,12,7,0
"CCNL1",1293,1048,903,4349,13328,128
"AC104411.1",7,1,3,21,8,0
"AC092944.1",55,18,31,419,458,4
"VEPH1",12,1,1,55,67,4
"PTX3",341,6,64,442,444,6
"SLC66A1L",1,0,1,591,1798,1
"AC079943.2",3,0,0,9,6,1
"SHOX2",3,0,0,2992,1605,8
"RSRC1",363,334,171,3991,2261,37
"AC106707.1",16,11,7,123,36,3
"MLF1",192,66,149,1106,1857,22
"GFM1",132,84,77,1057,440,3
"LXN",70,50,115,801,646,2
"AC080013.4",0,0,0,24,2,0
"AC080013.6",1,0,0,11,2,0
"RARRES1",404,19,77,8300,3236,1
"MFSD1",109,36,74,1421,678,12
"AC080013.1",0,0,0,61,42,0
"AC080013.3",0,0,0,6,2,0
"AC080013.5",3,0,2,14,24,0
"IQCJ-SCHIP1",32,5,44,242,391,12
"AC092943.2",2,0,0,2,1,1
"IQCJ-SCHIP1-AS1",0,0,1,0,3,0
"SCHIP1",1,0,0,8,2,0
"IL12A-AS1",5,3,1,17,4,0
"IL12A",35,1,4,10,7,0
"LINC01100",0,0,0,2,0,0
"C3orf80",2,0,4,18,2,0
"IFT80",142,95,56,1245,647,4
"SMC4",307,232,181,998,481,10
"TRIM59",124,106,60,99,63,4
"KPNA4",850,534,288,2517,1260,30
"AC069224.1",2,1,3,73,38,1
"PPM1L",175,62,52,448,536,8
"B3GALNT1",11,2,8,118,82,0
"NMD3",126,77,163,1498,765,14
"SPTSSB",1,0,0,5,4,0
"LINC02067",0,0,1,1,0,0
"AC112770.1",1,0,0,4,7,0
"AC128685.1",0,0,0,2,0,0
"LINC01192",1,1,0,5,0,0
"AC079910.1",0,0,0,2,0,0
"LINC01323",0,0,0,8,4,0
"LINC01324",0,0,0,8,13,0
"SI",0,0,0,1,0,0
"LINC02023",0,0,0,0,0,0
"SLITRK3",0,0,0,24,32,0
"LINC01322",9,3,5,55,24,0
"BCHE",0,0,1,625,904,1
"ZBBX",1,0,0,6,0,0
"LINC01327",0,0,0,0,0,1
"SERPINI2",1,1,2,3,1,2
"WDR49",22,3,2,30,7,2
"PDCD10",344,273,321,2548,1957,12
"SERPINI1",61,17,43,242,234,2
"AC079822.1",0,0,0,4,9,0
"AC026353.1",2,0,1,5,0,0
"GOLIM4",71,18,194,4235,2039,41
"AC069243.1",0,0,2,38,54,0
"AC124893.1",0,0,0,0,0,0
"LINC02082",0,0,0,0,1,0
"LINC01997",0,0,0,1,0,0
"MECOM",18,6,7,184,136,5
"AC074033.1",1,0,0,2,14,2
"AC007849.1",0,0,0,0,0,0
"TERC",4,4,1,16,47,1
"ACTRT3",3,2,4,82,43,1
"AC078802.1",3,1,0,27,33,0
"MYNN",107,86,109,1042,566,3
"AC078795.1",2,2,0,7,2,0
"LRRC34",6,2,4,235,167,1
"AC078795.3",3,0,0,19,3,0
"AC078795.2",1,0,0,19,3,1
"LRRIQ4",0,2,1,2,1,0
"LRRC31",0,0,0,0,0,0
"SAMD7",0,0,0,2,0,0
"AC008040.1",5,2,2,7,4,0
"SEC62",1311,800,802,11069,10689,47
"SEC62-AS1",6,5,2,6,1,0
"GPR160",120,39,19,25,11,3
"PHC3",527,539,264,2000,1008,13
"PRKCI",327,209,144,675,349,10
"AC073288.1",8,0,0,0,0,1
"SKIL",2911,1330,859,6687,2028,52
"AC073288.2",1,1,0,6,2,0
"CLDN11",76,2,17,103,71,1
"SLC7A14-AS1",26,3,7,117,81,3
"SLC7A14",0,1,2,8,2,1
"AC026316.5",1,0,0,68,61,2
"RPL22L1",896,434,1259,4396,4220,18
"EIF5A2",112,58,49,561,389,3
"AC061708.1",25,5,3,12,11,1
"SLC2A2",6,0,0,0,0,0
"TNIK",1877,1333,589,214,358,3
"AC092919.1",12,5,3,3,10,1
"PLD1",16,13,32,1286,976,7
"TMEM212-AS1",0,0,1,5,55,1
"TMEM212",1,0,1,7,25,0
"AC055714.1",2,0,0,1,4,0
"FNDC3B",1086,367,754,6823,6601,112
"TNFSF10",112,122,91,5380,5821,17
"LINC02068",1,0,1,19,9,0
"NCEH1",54,30,43,314,297,8
"AC108667.2",0,0,0,25,60,0
"ECT2",38,10,23,91,68,0
"SPATA16",0,0,0,11,0,0
"AC068759.1",0,1,0,5,0,0
"NLGN1",12,1,5,2174,2066,19
"NLGN1-AS1",0,0,0,6,3,0
"NAALADL2",17,3,94,5816,2260,34
"NAALADL2-AS3",0,0,0,9,6,0
"NAALADL2-AS2",0,0,1,19,1,0
"NAALADL2-AS1",0,0,0,4,0,0
"LINC01208",7,0,2,26,0,1
"TBL1XR1",1181,732,500,3280,1723,37
"TBL1XR1-AS1",4,4,0,6,3,1
"LINC00501",0,0,0,1,0,0
"AC117465.1",2,1,14,15,86,0
"LINC00578",6,10,6,12,31,0
"LINC02015",0,1,1,3,8,0
"AC007953.2",0,0,2,1,0,0
"AC110992.1",1,0,1,9,3,0
"AC117453.1",0,2,3,19,34,0
"KCNMB2",5,3,4,75,46,0
"KCNMB2-AS1",16,2,23,316,161,3
"ZMAT3",157,57,149,3827,1435,19
"AC076966.2",9,3,1,17,14,0
"PIK3CA",772,406,237,1755,1219,5
"KCNMB3",26,20,8,97,79,0
"ZNF639",159,98,56,849,374,4
"AC007823.1",3,0,1,11,1,0
"MFN1",221,99,119,1279,655,14
"GNB4",53,15,54,1241,699,9
"AC007620.2",6,0,3,32,11,0
"AC007620.3",1,1,0,3,0,0
"ACTL6A",106,56,80,1462,748,5
"AC090425.3",0,0,0,1,0,0
"AC090425.2",1,0,0,1,0,0
"MRPL47",360,151,168,1787,890,6
"NDUFB5",242,150,204,3296,2804,12
"USP13",61,55,41,357,211,2
"PEX5L",17,4,2,19,9,1
"AC007687.1",0,0,0,0,1,0
"PEX5L-AS2",0,0,0,0,0,0
"AC092939.1",1,0,0,1,0,0
"LINC02053",0,0,0,2,0,0
"AC125618.1",1,0,0,5,4,0
"TTC14",293,217,192,2194,910,7
"CCDC39",11,9,0,118,73,2
"AC108734.4",1,0,5,903,854,8
"FXR1",824,833,551,3107,2479,12
"DNAJC19",241,158,165,3227,3462,12
"SOX2-OT",57,21,15,134,65,2
"AC068308.1",0,0,0,2,0,0
"AC125613.1",1,1,1,6,0,0
"SOX2",0,0,0,2,5,0
"LINC01206",0,1,0,6,0,0
"AC012081.1",0,0,0,2,0,0
"LINC01994",0,0,0,0,0,0
"LINC01995",0,0,0,0,0,0
"AC021055.1",0,0,0,0,0,0
"AC069431.1",12,4,1,15,17,0
"ATP11B",872,735,432,1541,1082,15
"AC092953.2",2,0,0,4,3,0
"DCUN1D1",184,120,102,1000,560,7
"MCCC1",87,70,42,557,355,5
"LAMP3",27,29,9,1,4,0
"MCF2L2",244,164,87,67,42,2
"B3GNT5",182,62,26,77,58,4
"KLHL6",258,270,108,12,21,0
"KLHL6-AS1",10,37,10,1,0,0
"KLHL24",964,849,388,1283,1247,16
"YEATS2",140,187,174,446,366,1
"YEATS2-AS1",4,0,1,8,1,0
"MAP6D1",6,2,6,90,20,2
"PARL",204,116,127,1258,579,6
"ABCC5",104,34,32,735,425,0
"ABCC5-AS1",1,0,1,5,0,0
"HTR3C",0,0,0,0,0,0
"HTR3E-AS1",0,0,0,1,0,0
"HTR3E",1,0,0,5,0,0
"AC131235.3",0,0,0,8,3,0
"AC131235.2",1,1,1,10,18,0
"EIF2B5",98,68,92,689,426,2
"DVL3",75,43,62,637,360,3
"AP2M1",368,91,297,4439,3112,20
"ABCF3",60,36,37,514,312,1
"ALG3",70,18,41,1002,503,3
"EEF1AKMT4",31,9,21,335,59,0
"CAMK2N2",1,0,2,1,3,0
"ECE2",1,0,0,7,0,0
"PSMD2",279,101,168,1981,915,6
"EIF4G1",253,148,170,2655,1057,11
"FAM131A",29,15,23,861,213,3
"CLCN2",11,3,3,84,29,2
"POLR2H",225,78,244,2091,1327,13
"THPO",0,0,1,72,31,0
"CHRD",5,0,33,1373,594,6
"LINC02054",3,0,3,73,9,2
"LINC01840",0,0,0,2,0,0
"EPHB3",1,0,4,112,50,1
"MAGEF1",36,13,40,861,510,0
"AC107294.2",0,0,1,52,53,0
"LINC02069",0,0,0,10,2,1
"AC107294.3",0,0,0,1,0,0
"AC107294.1",0,0,0,2,3,0
"VPS8",334,186,106,1296,724,9
"C3orf70",2,0,1,117,54,2
"EHHADH-AS1",0,0,0,3,0,0
"EHHADH",5,2,3,37,33,2
"MAP3K13",168,47,139,1120,1088,8
"TMEM41A",44,20,29,531,214,1
"AC099661.1",0,0,0,18,29,0
"LIPH",0,3,1,55,156,0
"SENP2",221,184,115,800,621,13
"IGF2BP2",72,6,55,697,507,5
"IGF2BP2-AS1",0,0,1,9,2,0
"TRA2B",1147,1707,715,3871,5659,65
"ETV5",37,7,57,384,338,8
"DGKG",6,2,6,29,18,3
"LINC02020",0,0,0,1,0,0
"LINC02052",0,0,0,0,0,0
"CRYGS",10,1,7,120,23,3
"TBCCD1",49,38,37,571,211,11
"DNAJB11",356,103,195,2897,909,13
"AC068631.1",8,8,8,27,4,0
"AHSG",0,0,0,0,0,0
"FETUB",0,0,0,3,0,0
"HRG",0,0,0,0,0,0
"KNG1",0,0,0,2,0,0
"AC112907.3",3,8,1,18,29,2
"EIF4A2",1281,761,718,9820,5010,68
"RFC4",62,48,32,353,233,17
"AC112907.1",3,0,2,9,1,0
"LINC02043",2,1,2,6,0,0
"ADIPOQ",1,0,0,0,0,0
"ST6GAL1",297,290,146,164,97,1
"RPL39L",29,12,38,266,402,6
"AC007920.1",0,0,0,0,0,0
"RTP1",0,0,0,2,0,0
"MASP1",0,0,1,181,56,0
"AC007920.2",0,0,0,46,36,0
"RTP4",2,7,6,87,137,1
"AC072022.1",6,11,4,8,9,3
"BCL6",464,156,265,2923,4962,27
"AC072022.2",11,13,11,93,276,1
"LINC01991",1,0,0,2,5,0
"AC022498.1",5,0,2,3,5,0
"LPP-AS2",3,0,1,56,171,0
"LPP",676,548,753,8166,7013,126
"LPP-AS1",1,1,3,22,9,0
"TPRG1-AS1",0,0,2,19,53,0
"TPRG1",169,191,140,967,997,4
"TP63",9,6,17,57,60,0
"P3H2",32,0,21,28,24,4
"P3H2-AS1",1,2,0,1,2,0
"CLDN1",3,2,2,99,67,5
"CLDN16",1,0,0,4,1,0
"TMEM207",0,0,0,1,0,0
"IL1RAP",251,73,70,757,392,8
"LINC02013",0,0,0,0,0,0
"GMNC",0,0,0,13,20,0
"OSTN",0,0,0,160,63,0
"OSTN-AS1",0,0,1,38,41,0
"UTS2B",1,0,0,17,28,1
"CCDC50",80,81,159,2911,1923,13
"AC073365.1",3,1,3,46,28,0
"AC026320.1",0,0,0,1,0,0
"AC026320.3",0,0,0,1,0,0
"FGF12",3,2,1,438,212,2
"FGF12-AS1",0,0,0,19,4,0
"FGF12-AS3",0,0,0,0,0,0
"MB21D2",135,37,62,804,449,6
"AC092966.1",0,0,0,5,3,0
"PLAAT1",2,0,0,1,1,0
"ATP13A5",2,0,0,1,0,0
"ATP13A4",6,9,3,19,46,1
"OPA1",269,311,249,1597,936,7
"OPA1-AS1",21,55,25,86,31,1
"LINC02026",1,0,0,7,15,1
"AC024559.1",1,0,1,24,14,0
"LINC02028",1,0,1,4,6,1
"AC024559.2",1,0,0,0,1,0
"AC080129.2",0,0,1,3,0,0
"HES1",98,8,267,8669,2909,51
"LINC02036",0,0,0,1,0,0
"LINC02037",0,0,0,1,0,0
"LINC02048",0,0,0,0,2,0
"LINC00887",2,1,1,20,17,0
"CPN2",0,0,0,0,0,0
"LRRC15",2,0,8,14,4,0
"GP5",0,1,0,2,3,0
"ATP13A3",730,273,371,1442,1035,29
"LINC00884",15,10,3,52,71,2
"AC108676.1",0,0,1,5,3,0
"TMEM44-AS1",33,30,15,399,339,1
"TMEM44",9,6,6,129,83,0
"AC046143.1",11,12,7,32,19,1
"AC046143.2",1,2,0,8,0,0
"LSG1",130,125,76,1079,509,7
"FAM43A",49,49,17,708,231,2
"AC106706.1",0,0,0,0,0,1
"LINC01968",5,0,0,5,5,1
"LINC01972",0,0,0,1,0,0
"XXYLT1",91,71,41,539,270,5
"XXYLT1-AS2",1,4,1,1,3,0
"AC090018.2",1,2,0,9,6,0
"ACAP2",1140,670,433,3964,2757,32
"ACAP2-IT1",0,1,0,1,2,0
"PPP1R2",1669,1634,679,3377,1326,20
"AC069213.1",11,16,7,9,9,1
"APOD",2520,15,194,450812,498827,927
"AC233280.1",4,3,3,82,54,1
"MUC20",20,3,14,80,67,2
"MUC4",2,0,1,4,4,0
"LINC01983",4,3,0,2,1,0
"TNK2",97,77,88,74,106,1
"AC124944.3",2,14,6,2,0,0
"TNK2-AS1",11,8,2,0,0,0
"AC024937.3",1,1,1,4,0,0
"TFRC",554,354,259,741,481,22
"LINC00885",0,0,0,1,0,0
"ZDHHC19",3,0,1,9,9,0
"SLC51A",31,37,20,98,20,1
"PCYT1A",167,117,95,1042,473,6
"TCTEX1D2",98,48,47,684,606,4
"TM4SF19-AS1",4,5,1,11,35,0
"TM4SF19",15,1,2,6,0,2
"UBXN7",396,273,131,1159,663,6
"UBXN7-AS1",0,2,1,3,3,1
"RNF168",954,591,298,1720,905,10
"SMCO1",1,1,0,0,0,0
"WDR53",84,64,44,296,129,0
"FBXO45",89,40,36,480,190,1
"AC092933.2",0,0,0,1,0,0
"LINC01063",2,2,0,5,59,0
"NRROS",14,2,1,3,5,0
"PIGX",131,71,59,682,300,4
"CEP19",53,39,12,243,155,0
"PAK2",1142,986,576,4115,2184,12
"SENP5",668,562,240,1274,606,20
"AC016949.1",45,23,17,34,13,0
"NCBP2",215,178,180,1735,616,8
"NCBP2-AS1",6,7,3,3,1,0
"NCBP2AS2",127,96,137,1571,1114,4
"PIGZ",13,9,6,377,245,3
"MELTF",18,9,7,136,199,0
"MELTF-AS1",5,0,7,77,89,2
"DLG1",788,538,293,1866,1032,9
"DLG1-AS1",2,0,0,7,12,0
"AC128709.3",0,0,0,0,0,0
"BDH1",71,52,25,45,35,1
"AC024560.3",0,0,0,1,1,0
"AC024560.4",5,4,0,13,9,0
"AC024560.1",1,4,0,34,4,0
"AC024560.5",44,46,31,66,18,1
"RUBCN",177,155,79,316,211,7
"FYTTD1",294,219,236,2288,1044,9
"AC055764.2",3,0,0,6,2,0
"LRCH3",500,427,239,1799,966,15
"IQCG",192,96,114,350,227,1
"RPL35A",15195,4601,4885,43663,41246,328
"LMLN",35,6,26,354,177,2
"AC135893.1",1,1,0,3,0,0
"ZNF595",18,9,12,470,232,2
"ZNF718",121,59,49,722,281,4
"AC253576.2",1,0,1,20,6,0
"ZNF732",0,0,3,4,4,0
"AC079140.6",5,2,1,38,26,0
"ZNF141",185,126,77,979,351,2
"AC092574.2",42,38,18,134,15,2
"AC092574.1",0,0,0,5,0,0
"ZNF721",360,301,200,1626,976,3
"PIGG",67,64,66,442,329,5
"AC116565.1",0,0,0,4,0,0
"PDE6B",17,17,10,17,6,0
"AC107464.3",3,0,1,8,8,0
"ATP5ME",609,344,523,3887,8424,63
"MYL5",9,4,8,99,93,1
"SLC49A3",15,1,11,336,327,1
"PCGF3",105,98,103,645,588,8
"AC139887.4",2,12,0,28,7,1
"AC139887.2",74,82,61,542,296,1
"CPLX1",10,2,1,14,9,0
"GAK",223,191,133,586,484,10
"TMEM175",29,19,33,761,677,3
"DGKQ",33,34,19,111,61,1
"SLC26A1",1,0,0,8,16,0
"IDUA",29,17,31,714,495,0
"FGFRL1",79,25,40,226,79,6
"RNF212",7,6,7,379,369,2
"AC092535.4",20,16,2,259,120,1
"AC092535.2",1,0,0,4,2,0
"SPON2",114,92,71,8546,4422,16
"CTBP1-AS",11,23,13,12,5,0
"CTBP1",238,101,66,1202,684,16
"CTBP1-DT",58,21,15,217,147,0
"MAEA",258,113,102,1223,650,10
"UVSSA",36,50,37,192,134,1
"CRIPAK",15,9,24,70,60,1
"AC147067.2",0,0,0,0,0,0
"AC147067.1",19,5,5,277,183,2
"FAM53A",20,4,4,40,20,0
"SLBP",373,257,213,1782,810,7
"AC016773.1",11,9,7,66,20,0
"TACC3",161,136,71,51,44,1
"TMEM129",24,19,19,572,352,4
"FGFR3",1,0,4,11,2,0
"LETM1",95,51,49,437,129,3
"NSD2",280,232,114,489,176,8
"NELFA",128,82,51,602,361,1
"C4orf48",269,117,227,899,1046,8
"NAT8L",5,0,0,0,0,0
"POLN",12,4,2,18,12,0
"HAUS3",130,212,112,452,298,3
"MXD4",320,259,292,1760,1600,13
"ZFYVE28",472,532,265,376,209,10
"AL158068.2",27,31,17,17,4,0
"CFAP99",3,2,1,1,1,0
"RNF4",360,280,129,868,457,7
"FAM193A",285,303,111,720,449,6
"TNIP2",352,138,178,1072,646,8
"SH3BP2",66,29,46,187,118,6
"ADD1",315,231,218,3061,1993,18
"MFSD10",222,118,173,2355,2251,6
"NOP14-AS1",35,37,24,197,223,2
"NOP14",115,127,109,833,359,5
"GRK4",40,12,24,482,194,2
"HTT",235,208,186,964,887,14
"HTT-AS",3,0,2,26,6,6
"MSANTD1",12,10,2,14,7,1
"RGS12",15,21,26,346,231,5
"DOK7",3,2,0,2,0,0
"LRPAP1",302,246,293,5654,4628,25
"LINC02600",0,0,0,0,1,0
"ADRA2C",1,0,0,17,16,1
"OTOP1",1,0,0,1,0,0
"TMEM128",44,55,33,1383,673,1
"LYAR",476,384,161,1360,551,2
"ZBTB49",32,45,30,159,48,2
"AC105415.1",1,0,0,1,0,0
"NSG1",67,75,37,12,19,1
"STX18",187,118,140,1031,535,3
"STX18-AS1",28,34,22,238,171,0
"MSX1",28,1,21,12452,4091,12
"CYTL1",6,0,1,65,37,1
"STK32B",5,2,5,534,328,3
"LINC01587",0,0,3,7,3,0
"EVC2",16,17,27,1310,780,7
"EVC",5,7,14,427,383,0
"CRMP1",6,2,6,79,58,1
"C4orf50",0,1,0,6,3,0
"JAKMIP1",2,20,5,4,4,0
"AC113615.2",2,1,2,2,0,0
"AC113615.1",0,0,0,0,0,0
"WFS1",11,5,9,291,164,4
"PPP2R2C",1,0,1,64,8,0
"MAN2B2",70,74,45,638,322,9
"MRFAP1",616,252,441,6598,3416,37
"LINC02482",42,4,10,101,330,2
"AC093323.1",82,60,28,280,131,1
"LINC002481",15,13,4,16,2,1
"S100P",91,8,7,46,16,0
"MRFAP1L1",175,80,73,1197,460,7
"BLOC1S4",146,142,119,1784,1316,2
"AC106045.1",0,0,0,1,0,0
"KIAA0232",573,540,265,2307,984,16
"TBC1D14",145,121,95,420,333,6
"AC097382.3",23,12,13,236,250,0
"AC097382.2",1,0,2,10,2,0
"CCDC96",8,7,6,57,29,0
"TADA2B",72,56,33,394,153,0
"GRPEL1",377,227,247,1832,1104,8
"LINC02447",2,4,5,66,175,0
"SORCS2",28,1,10,866,221,2
"AFAP1-AS1",0,1,0,3,1,0
"AFAP1",130,96,142,1311,710,14
"AC112254.1",2,2,3,23,7,1
"ABLIM2",40,38,29,14,11,2
"SH3TC1",170,77,62,14,42,3
"HTRA3",98,3,115,6453,2702,8
"LINC02517",0,0,0,8,3,1
"AC104825.1",9,1,1,85,34,0
"ACOX3",50,38,29,432,262,4
"TRMT44",39,33,36,232,155,3
"AC105345.1",2,1,3,23,11,0
"GPR78",0,0,0,1,0,0
"HMX1",2,0,0,136,97,0
"AC108519.1",37,8,12,146,128,6
"AC073648.7",8,2,1,2,3,0
"FAM90A26",0,0,0,2,0,0
"AC105916.1",11,17,8,66,54,0
"SLC2A9",39,10,8,150,68,2
"AC005674.2",36,8,6,44,35,0
"WDR1",246,130,89,1486,819,17
"ZNF518B",48,41,25,478,251,1
"AC005599.1",2,4,5,6,6,0
"CLNK",6,9,12,14,4,0
"HS3ST1",14,1,9,69,87,1
"AC006230.1",3,0,3,61,21,1
"AC025539.1",1,0,3,9,3,0
"AC005699.1",3,0,1,73,12,0
"LINC02360",0,0,0,0,0,0
"LINC02270",0,0,0,2,0,0
"AC007370.2",0,0,0,8,5,0
"AC007370.1",0,0,0,3,0,0
"RAB28",328,205,100,2271,1078,11
"AC006445.3",2,0,1,12,0,2
"NKX3-2",0,0,0,20,25,0
"LINC01096",0,0,0,1,2,0
"BOD1L1",672,451,263,4048,1920,14
"LINC01182",0,1,3,6,15,0
"AC007126.1",0,0,0,0,0,0
"AC092546.1",2,0,0,3,1,0
"AC006296.3",0,0,0,4,0,0
"AC006296.2",0,0,0,0,0,0
"LINC00504",7,1,1,34,15,2
"CPEB2-DT",6,5,1,86,27,2
"CPEB2",360,152,113,744,467,13
"AC098829.1",126,98,71,1154,647,14
"C1QTNF7",8,8,12,3769,2391,4
"AC099550.1",0,0,0,3,7,0
"CC2D2A",30,49,27,1072,1004,6
"AC116651.1",0,1,0,4,0,0
"FBXL5",214,196,144,2245,1310,7
"FAM200B",92,70,88,2297,2484,6
"BST1",15,3,12,1425,1139,8
"CD38",37,41,8,545,574,0
"FGFBP1",0,0,0,0,0,0
"FGFBP2",29,1,1,436,41,2
"PROM1",2,0,1,2,1,1
"TAPT1",254,167,117,883,576,3
"TAPT1-AS1",34,11,5,525,167,2
"AC006427.2",0,0,0,3,2,0
"AC097515.1",0,0,0,7,2,0
"LDB2",28,3,22,1983,592,25
